"kecamatan_subdistrict";"name";"nomor_komoditas";"x2020";"x2021";"x2022";"x2023"
"Mapitara";"nangka_cempedak_jackfruit_kw_qui";"9";"4.219";"1.290";"1.248";"1.040"
"Mapitara";"nenas_pineapple_kw_qui";"10";"1.416";"2.986";"1.899";"442"
"Mapitara";"rambutan_rambutan_kw_qui";"11";"625";"514";"832";"798"
"Mapitara";"salak_snakefruit_kw_qui";"12";"-";"-";"-";"-"
"Mapitara";"sirsak_soursop_kw_qui";"13";"-";"-";"-";"-"
"Mego";"mangga_mango_kw_qui";"1";"5.500";"6.000";"1.274";"66"
"Mego";"durian_durian_kw_qui";"2";"257";"143";"79";"-"
"Mego";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"500";"600";"227";"-"
"Mego";"pisang_banana_kw_qui";"4";"15.500";"6.400";"725";"121"
"Mego";"pepaya_papaya_kw_qui";"5";"1.650";"700";"340";"57"
"Mego";"salak_snakefruit_kw_qui";"6";"141";"277";"99";"-"
"Mego";"alpukat_avocado_kw_qui";"7";"4.000";"2.212";"703";"-"
"Mego";"jambu_biji_guava_kw_qui";"8";"1.000";"750";"240";"-"
"Mego";"nangka_cempedak_jackfruit_kw_qui";"9";"1.000";"650";"146";"-"
"Mego";"nenas_pineapple_kw_qui";"10";"1.110";"715";"1.196";"-"
"Mego";"rambutan_rambutan_kw_qui";"11";"135";"317";"123";"-"
"Mego";"salak_snakefruit_kw_qui";"12";"141";"277";"99";"-"
"Mego";"sirsak_soursop_kw_qui";"13";"385";"500";"126";"-"
"Nelle";"mangga_mango_kw_qui";"1";"804";"196";"112";"292"
"Nelle";"durian_durian_kw_qui";"2";"-";"-";"-";"-"
"Nelle";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"23";"110";"3";"6"
"Nelle";"pisang_banana_kw_qui";"4";"346";"759";"323";"584"
"Nelle";"pepaya_papaya_kw_qui";"5";"128";"310";"161";"642"
"Nelle";"salak_snakefruit_kw_qui";"6";"-";"-";"-";"-"
"Nelle";"alpukat_avocado_kw_qui";"7";"72";"213";"70";"53"
"Nelle";"jambu_biji_guava_kw_qui";"8";"12";"135";"31";"44"
"Nelle";"nangka_cempedak_jackfruit_kw_qui";"9";"260";"369";"67";"431"
"Nelle";"nenas_pineapple_kw_qui";"10";"34";"87";"16";"76"
"Nelle";"rambutan_rambutan_kw_qui";"11";"9";"106";"23";"19"
"Nelle";"salak_snakefruit_kw_qui";"12";"-";"-";"-";"-"
"Nelle";"sirsak_soursop_kw_qui";"13";"79";"225";"25";"95"
"Nita";"mangga_mango_kw_qui";"1";"16.150";"5.590";"2.909";"1.434"
"Nita";"durian_durian_kw_qui";"2";"230";"575";"390";"90"
"Nita";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"370";"1.600";"1.090";"177"
"Nita";"pisang_banana_kw_qui";"4";"30.560";"29.500";"54.800";"10.872"
"Nita";"pepaya_papaya_kw_qui";"5";"20.550";"19.220";"12.780";"4.300"
"Nita";"salak_snakefruit_kw_qui";"6";"800";"1.810";"2.840";"420"
"Nita";"alpukat_avocado_kw_qui";"7";"1.864";"3.777";"7.808";"3.756"
"Nita";"jambu_biji_guava_kw_qui";"8";"1.033";"660";"359";"525"
"Nita";"nangka_cempedak_jackfruit_kw_qui";"9";"2.045";"600";"3.312";"920"
"Nita";"nenas_pineapple_kw_qui";"10";"569";"1.126";"2.276";"1.876"
"Nita";"rambutan_rambutan_kw_qui";"11";"940";"1.400";"402";"200"
"Nita";"salak_snakefruit_kw_qui";"12";"800";"1.810";"2.840";"420"
"Nita";"sirsak_soursop_kw_qui";"13";"670";"1.700";"818";"220"
"Paga";"mangga_mango_kw_qui";"1";"5.900";"180";"360";"504"
"Paga";"durian_durian_kw_qui";"2";"-";"-";"-";"-"
"Paga";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"335.500";"118.350";"604";"435"
"Paga";"pisang_banana_kw_qui";"4";"475.000";"34.160";"5.075";"2.764"
"Paga";"pepaya_papaya_kw_qui";"5";"7.089";"2.568";"687";"481"
"Paga";"salak_snakefruit_kw_qui";"6";"6.300";"8";"-";"-"
"Paga";"alpukat_avocado_kw_qui";"7";"870";"100";"350";"89"
"Paga";"jambu_biji_guava_kw_qui";"8";"505";"90";"110";"40"
"Paga";"nangka_cempedak_jackfruit_kw_qui";"9";"33.500";"788";"290";"481"
"Paga";"nenas_pineapple_kw_qui";"10";"4.103";"1.180";"1.100";"387"
"Paga";"rambutan_rambutan_kw_qui";"11";"-";"-";"-";"-"
"Paga";"salak_snakefruit_kw_qui";"12";"6.300";"8";"-";"-"
"Paga";"sirsak_soursop_kw_qui";"13";"729";"15";"-";"-"
"Palue";"mangga_mango_kw_qui";"1";"317";"154";"16";"91"
"Palue";"durian_durian_kw_qui";"2";"-";"-";"-";"-"
"Palue";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"-";"-";"7";"-"
"Palue";"pisang_banana_kw_qui";"4";"930";"1.100";"271";"367"
"Palue";"pepaya_papaya_kw_qui";"5";"2.920";"1.090";"196";"171"
"Palue";"salak_snakefruit_kw_qui";"6";"-";"-";"-";"-"
"Palue";"alpukat_avocado_kw_qui";"7";"382";"25";"11";"64"
"Palue";"jambu_biji_guava_kw_qui";"8";"179";"42";"37";"278"
"Palue";"nangka_cempedak_jackfruit_kw_qui";"9";"225";"105";"25";"147"
"Palue";"nenas_pineapple_kw_qui";"10";"99";"151";"20";"59"
"Palue";"rambutan_rambutan_kw_qui";"11";"-";"-";"-";"-"
"Palue";"salak_snakefruit_kw_qui";"12";"-";"-";"-";"-"
"Palue";"sirsak_soursop_kw_qui";"13";"-";"-";"9";"9"
"Sikka";"mangga_mango_kw_qui";"1";"80.640";"42.116";"19.416";"13.365"
"Sikka";"durian_durian_kw_qui";"2";"1.786";"8.552";"14.910";"4.865"
"Sikka";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"342.286";"126.264";"4.229";"1.669"
"Sikka";"pisang_banana_kw_qui";"4";"823.132";"284.952";"150.673";"56.329"
"Sikka";"pepaya_papaya_kw_qui";"5";"94.480";"73.940";"35.182";"17.382"
"Sikka";"salak_snakefruit_kw_qui";"6";"15.176";"5.419";"7.482";"2.240"
"Sikka";"alpukat_avocado_kw_qui";"7";"36.271";"24.556";"26.383";"11.196"
"Sikka";"jambu_biji_guava_kw_qui";"8";"6.173";"9.490";"5.529";"2.381"
"Sikka";"nangka_cempedak_jackfruit_kw_qui";"9";"66.213";"18.025";"9.202";"7.485"
"Sikka";"nenas_pineapple_kw_qui";"10";"29.080";"26.447";"36.064";"6.755"
"Sikka";"rambutan_rambutan_kw_qui";"11";"4.196";"3.940";"2.566";"2.467"
"Sikka";"salak_snakefruit_kw_qui";"12";"15.176";"5.419";"7.482";"2.240"
"Sikka";"sirsak_soursop_kw_qui";"13";"6.789";"6.152";"2.080";"2.997"
"Talibura";"mangga_mango_kw_qui";"1";"2.000";"700";"276";"332"
"Talibura";"durian_durian_kw_qui";"2";"-";"-";"-";"-"
"Talibura";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"-";"-";"-";"-"
"Talibura";"pisang_banana_kw_qui";"4";"29.810";"72.000";"22.052";"16.591"
"Talibura";"pepaya_papaya_kw_qui";"5";"1.030";"6.235";"465";"585"
"Talibura";"salak_snakefruit_kw_qui";"6";"259";"600";"137";"20"
"Talibura";"alpukat_avocado_kw_qui";"7";"-";"520";"100";"170"
"Talibura";"jambu_biji_guava_kw_qui";"8";"-";"-";"-";"-"
"Talibura";"nangka_cempedak_jackfruit_kw_qui";"9";"185";"64";"83";"328"
"Talibura";"nenas_pineapple_kw_qui";"10";"1.474";"1.440";"2.901";"580"
"Talibura";"rambutan_rambutan_kw_qui";"11";"365";"170";"114";"80"
"Talibura";"salak_snakefruit_kw_qui";"12";"259";"600";"137";"20"
"Talibura";"sirsak_soursop_kw_qui";"13";"-";"-";"-";"-"
"Tana Wawo";"mangga_mango_kw_qui";"1";"4.200";"2.500";"509";"119"
"Tana Wawo";"durian_durian_kw_qui";"2";"250";"289";"508";"-"
"Tana Wawo";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"5.000";"4.020";"947";"123"
"Tana Wawo";"pisang_banana_kw_qui";"4";"93.000";"46.580";"5.613";"568"
"Tana Wawo";"pepaya_papaya_kw_qui";"5";"3.200";"531";"175";"67"
"Tana Wawo";"salak_snakefruit_kw_qui";"6";"-";"-";"-";"-"
"Tana Wawo";"alpukat_avocado_kw_qui";"7";"4.200";"2.500";"314";"82"
"Tana Wawo";"jambu_biji_guava_kw_qui";"8";"325";"650";"185";"-"
"Tana Wawo";"nangka_cempedak_jackfruit_kw_qui";"9";"2.900";"2.142";"390";"79"
"Tana Wawo";"nenas_pineapple_kw_qui";"10";"174";"307";"408";"46"
"Tana Wawo";"rambutan_rambutan_kw_qui";"11";"-";"-";"-";"-"
"Tana Wawo";"salak_snakefruit_kw_qui";"12";"-";"-";"-";"-"
"Tana Wawo";"sirsak_soursop_kw_qui";"13";"371";"350";"132";"-"
"Waiblama";"mangga_mango_kw_qui";"1";"450";"251";"654";"1.133"
"Waiblama";"durian_durian_kw_qui";"2";"-";"-";"-";"-"
"Waiblama";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"15";"20";"24";"10"
"Waiblama";"pisang_banana_kw_qui";"4";"13.991";"4.468";"5.002";"2.255"
"Waiblama";"pepaya_papaya_kw_qui";"5";"4.200";"3.930";"1.455";"1.193"
"Waiblama";"salak_snakefruit_kw_qui";"6";"-";"4";"4";"1"
"Waiblama";"alpukat_avocado_kw_qui";"7";"6";"19";"15";"36"
"Waiblama";"jambu_biji_guava_kw_qui";"8";"140";"161";"176";"340"
"Waiblama";"nangka_cempedak_jackfruit_kw_qui";"9";"1.972";"2.927";"908";"1.375"
"Waiblama";"nenas_pineapple_kw_qui";"10";"816";"5.249";"6.870";"1.279"
"Waiblama";"rambutan_rambutan_kw_qui";"11";"16";"16";"20";"5"
"Waiblama";"salak_snakefruit_kw_qui";"12";"-";"4";"4";"1"
"Waiblama";"sirsak_soursop_kw_qui";"13";"24";"20";"20";"74"
"Waigete";"mangga_mango_kw_qui";"1";"6.500";"2.340";"571";"507"
"Waigete";"durian_durian_kw_qui";"2";"112";"95";"80";"57"
"Waigete";"jeruk_siam_keprok_orange_tangerine_kw_qui";"3";"57";"70";"17";"55"
"Waigete";"pisang_banana_kw_qui";"4";"41.060";"13.140";"2.900";"1.595"
"Waigete";"pepaya_papaya_kw_qui";"5";"14.300";"8.001";"1.593";"1.398"
"Waigete";"salak_snakefruit_kw_qui";"6";"485";"650";"62";"10"
"Waigete";"alpukat_avocado_kw_qui";"7";"5.500";"1.727";"134";"48"
"Waigete";"jambu_biji_guava_kw_qui";"8";"1.250";"1.370";"241";"167"
"Waigete";"nangka_cempedak_jackfruit_kw_qui";"9";"3.225";"2.291";"775";"306"
"Waigete";"nenas_pineapple_kw_qui";"10";"798";"638";"800";"495"
"Waigete";"rambutan_rambutan_kw_qui";"11";"386";"550";"360";"274"
"Waigete";"salak_snakefruit_kw_qui";"12";"485";"650";"62";"10"
"Waigete";"sirsak_soursop_kw_qui";"13";"2.756";"1.965";"262";"134"
