"kecamatan_subdistrict";"name";"nomor_komoditas";"x2020";"x2021";"x2022";"x2023"
"Kangae";"jahe_ginger_m2_m2";"1";"450";"600";"-";"-"
"Kangae";"laos_lengkuas_galanga_m2_m2";"2";"900";"450";"-";"-"
"Kangae";"kencur_east_indian_galangal_m2_m2";"3";"-";"-";"-";"-"
"Kangae";"kunyit_turmeric_m2_m2";"4";"15.075";"8.325";"-";"-"
"Kewapante";"jahe_ginger_m2_m2";"1";"-";"-";"-";"-"
"Kewapante";"laos_lengkuas_galanga_m2_m2";"2";"-";"-";"-";"-"
"Kewapante";"kencur_east_indian_galangal_m2_m2";"3";"-";"-";"-";"-"
"Kewapante";"kunyit_turmeric_m2_m2";"4";"-";"-";"-";"-"
"Koting";"jahe_ginger_m2_m2";"1";"15";"8";"12";"9"
"Koting";"laos_lengkuas_galanga_m2_m2";"2";"7";"7";"-";"-"
"Koting";"kencur_east_indian_galangal_m2_m2";"3";"4";"2";"1";"-"
"Koting";"kunyit_turmeric_m2_m2";"4";"7";"13";"9";"4"
"Lela";"jahe_ginger_m2_m2";"1";"1.500";"1.000";"750";"700"
"Lela";"laos_lengkuas_galanga_m2_m2";"2";"180";"750";"500";"500"
"Lela";"kencur_east_indian_galangal_m2_m2";"3";"600";"750";"500";"500"
"Lela";"kunyit_turmeric_m2_m2";"4";"3.500";"700";"500";"500"
"Magepanda";"jahe_ginger_m2_m2";"1";"3.840";"2.790";"2.540";"1.347"
"Magepanda";"laos_lengkuas_galanga_m2_m2";"2";"1.220";"1.220";"1.180";"500"
"Magepanda";"kencur_east_indian_galangal_m2_m2";"3";"1.350";"1.350";"800";"1.000"
"Magepanda";"kunyit_turmeric_m2_m2";"4";"1.750";"850";"500";"1.200"
"Mapitara";"jahe_ginger_m2_m2";"1";"15.568";"2.761";"6.084";"50.000"
"Mapitara";"laos_lengkuas_galanga_m2_m2";"2";"4.953";"1.608";"2.464";"11.500"
"Mapitara";"kencur_east_indian_galangal_m2_m2";"3";"3.405";"957";"722";"15.500"
"Mapitara";"kunyit_turmeric_m2_m2";"4";"18.026";"9.960";"5.058";"25.000"
"Mego";"jahe_ginger_m2_m2";"1";"2";"3.318";"7.500";"2.891"
"Mego";"laos_lengkuas_galanga_m2_m2";"2";"2";"2.003";"335";"471"
"Mego";"kencur_east_indian_galangal_m2_m2";"3";"2";"583";"422";"363"
"Mego";"kunyit_turmeric_m2_m2";"4";"2";"5.258";"5.328";"3.910"
"Nelle";"jahe_ginger_m2_m2";"1";"20";"-";"-";"-"
"Nelle";"laos_lengkuas_galanga_m2_m2";"2";"25";"-";"-";"-"
"Nelle";"kencur_east_indian_galangal_m2_m2";"3";"8";"-";"-";"-"
"Nelle";"kunyit_turmeric_m2_m2";"4";"34";"-";"-";"-"
"Nita";"jahe_ginger_m2_m2";"1";"7.000";"23.600";"52.000";"43.000"
"Nita";"laos_lengkuas_galanga_m2_m2";"2";"7.300";"21.500";"27.000";"20.000"
"Nita";"kencur_east_indian_galangal_m2_m2";"3";"3.900";"6.300";"6.000";"4.000"
"Nita";"kunyit_turmeric_m2_m2";"4";"4.700";"11.600";"27.000";"20.000"
"Paga";"jahe_ginger_m2_m2";"1";"-";"-";"-";"1"
"Paga";"laos_lengkuas_galanga_m2_m2";"2";"-";"-";"-";"-"
"Paga";"kencur_east_indian_galangal_m2_m2";"3";"-";"-";"-";"-"
"Paga";"kunyit_turmeric_m2_m2";"4";"-";"-";"-";"-"
"Palue";"jahe_ginger_m2_m2";"1";"158";"14";"1";"1"
"Palue";"laos_lengkuas_galanga_m2_m2";"2";"105";"-";"1";"1"
"Palue";"kencur_east_indian_galangal_m2_m2";"3";"60";"1";"1";"1"
"Palue";"kunyit_turmeric_m2_m2";"4";"115";"20";"1";"1"
"Sikka";"jahe_ginger_m2_m2";"1";"41.601";"61.258";"129.963";"121.654"
"Sikka";"laos_lengkuas_galanga_m2_m2";"2";"25.739";"39.159";"38.305";"38.395"
"Sikka";"kencur_east_indian_galangal_m2_m2";"3";"21.214";"28.945";"30.296";"27.480"
"Sikka";"kunyit_turmeric_m2_m2";"4";"62.136";"60.928";"73.296";"59.259"
"Talibura";"jahe_ginger_m2_m2";"1";"-";"-";"-";"-"
"Talibura";"laos_lengkuas_galanga_m2_m2";"2";"-";"-";"-";"-"
"Talibura";"kencur_east_indian_galangal_m2_m2";"3";"-";"-";"-";"-"
"Talibura";"kunyit_turmeric_m2_m2";"4";"-";"-";"-";"-"
"Tana Wawo";"jahe_ginger_m2_m2";"1";"7.000";"22.500";"27.500";"800"
"Tana Wawo";"laos_lengkuas_galanga_m2_m2";"2";"6.020";"5.700";"700";"560"
"Tana Wawo";"kencur_east_indian_galangal_m2_m2";"3";"7.800";"13.000";"15.200";"450"
"Tana Wawo";"kunyit_turmeric_m2_m2";"4";"12.125";"16.500";"26.000";"900"
"Waiblama";"jahe_ginger_m2_m2";"1";"1.005";"75";"75";"1.900"
"Waiblama";"laos_lengkuas_galanga_m2_m2";"2";"715";"125";"125";"125"
"Waiblama";"kencur_east_indian_galangal_m2_m2";"3";"420";"150";"150";"1.950"
"Waiblama";"kunyit_turmeric_m2_m2";"4";"750";"25";"25";"2.050"
"Waigete";"jahe_ginger_m2_m2";"1";"0";"2";"1";"-"
"Waigete";"laos_lengkuas_galanga_m2_m2";"2";"0";"1";"-";"-"
"Waigete";"kencur_east_indian_galangal_m2_m2";"3";"0";"2";"-";"12"
"Waigete";"kunyit_turmeric_m2_m2";"4";"0";"2";"-";"38"
