"kecamatan_subdistrict";"name";"nomor_komoditas";"x2020";"x2021";"x2022";"x2023"
"Alok Timur";"soka_ixora_pohon_tree";"12";"-";"-";"141";"19"
"Alok Timur";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"125";"14"
"Bola";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Bola";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Bola";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Bola";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Bola";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Bola";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Bola";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Bola";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Bola";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Bola";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Bola";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Bola";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Doreng";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Doreng";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Doreng";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Doreng";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Doreng";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Doreng";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Doreng";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Doreng";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Doreng";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Doreng";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Doreng";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Doreng";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Hewokloang";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Hewokloang";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Hewokloang";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Hewokloang";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Hewokloang";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Hewokloang";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Hewokloang";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Hewokloang";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Hewokloang";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Hewokloang";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Hewokloang";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Hewokloang";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Kangae";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Kangae";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Kangae";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Kangae";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Kangae";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Kangae";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Kangae";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Kangae";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Kangae";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Kangae";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Kangae";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Kangae";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Kewapante";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Kewapante";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Kewapante";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Kewapante";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Kewapante";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Kewapante";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Kewapante";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Kewapante";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Kewapante";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Kewapante";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Kewapante";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Kewapante";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Koting";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Koting";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Koting";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Koting";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Koting";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Koting";"bugenvil_pohon_tree";"7";NA;"-";"-";"1"
"Koting";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Koting";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"5"
"Koting";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"3"
"Koting";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Koting";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Koting";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Lela";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Lela";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Lela";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Lela";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Lela";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Lela";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Lela";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Lela";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Lela";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Lela";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Lela";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Lela";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Magepanda";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Magepanda";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Magepanda";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Magepanda";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Magepanda";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Magepanda";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Magepanda";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Magepanda";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Magepanda";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Magepanda";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Magepanda";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Magepanda";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Mapitara";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Mapitara";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Mapitara";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Mapitara";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Mapitara";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Mapitara";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Mapitara";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Mapitara";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Mapitara";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Mapitara";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Mapitara";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Mapitara";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Mego";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Mego";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Mego";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Mego";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Mego";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Mego";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Mego";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Mego";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Mego";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Mego";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Mego";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Mego";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Nelle";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Nelle";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Nelle";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Nelle";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Nelle";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Nelle";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Nelle";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Nelle";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Nelle";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Nelle";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Nelle";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Nelle";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Nita";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Nita";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Nita";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Nita";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Nita";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Nita";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Nita";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Nita";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Nita";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Nita";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Nita";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Nita";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Paga";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Paga";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Paga";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Paga";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Paga";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Paga";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Paga";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Paga";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Paga";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Paga";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Paga";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Paga";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Palue";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Palue";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Palue";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Palue";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Palue";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Palue";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Palue";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Palue";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Palue";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Palue";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Palue";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Palue";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Sikka";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Sikka";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"175";"12"
"Sikka";"mawar_rose_tangkai_stalks";"4";"-";"-";"120";"18"
"Sikka";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Sikka";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"140";"22"
"Sikka";"bugenvil_pohon_tree";"7";NA;"-";"210";"30"
"Sikka";"palem_palm_pohon_tree";"8";"-";"-";"370";"37"
"Sikka";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"195";"25"
"Sikka";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"132";"44"
"Sikka";"puring_croton_pohon_tree";"11";NA;"-";"160";"18"
"Sikka";"soka_ixora_pohon_tree";"12";"-";"-";"141";"19"
"Sikka";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"125";"14"
"Talibura";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Talibura";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Talibura";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Talibura";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Talibura";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Talibura";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Talibura";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Talibura";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Talibura";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Talibura";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Talibura";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Talibura";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Tana Wawo";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Tana Wawo";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Tana Wawo";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Tana Wawo";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Tana Wawo";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Tana Wawo";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Tana Wawo";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Tana Wawo";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Tana Wawo";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Tana Wawo";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Tana Wawo";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Tana Wawo";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Waiblama";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Waiblama";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Waiblama";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Waiblama";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Waiblama";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Waiblama";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Waiblama";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Waiblama";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Waiblama";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Waiblama";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Waiblama";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Waiblama";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
"Waigete";"anggrek_potong_cut_orchid_tangkai_stalks";"2";NA;"-";"-";"-"
"Waigete";"krisan_chrysantemum_tangkai_stalks";"3";"-";"-";"-";"-"
"Waigete";"mawar_rose_tangkai_stalks";"4";"-";"-";"-";"-"
"Waigete";"sedap_malam_tuberose_tangkai_stalks";"5";"-";"-";"-";"-"
"Waigete";"anthurium_bunga_flamingo_lily_flower_tangkai_stalks";"6";"-";"-";"-";"-"
"Waigete";"bugenvil_pohon_tree";"7";NA;"-";"-";"-"
"Waigete";"palem_palm_pohon_tree";"8";"-";"-";"-";"-"
"Waigete";"pedang_pedangan_sanseviera_rumpun_clumps";"9";"-";"-";"-";"-"
"Waigete";"pisang_pisangan_heliconia_tangkai_stalks";"10";"-";"-";"-";"-"
"Waigete";"puring_croton_pohon_tree";"11";NA;"-";"-";"-"
"Waigete";"soka_ixora_pohon_tree";"12";"-";"-";"-";"-"
"Waigete";"sri_rejeki_aglaonema_pohon_tree";"13";"-";"-";"-";"-"
NA;"anggrek_pot_orchid_potted_orchid_pohon_tree";"1";NA;NA;NA;NA
