"kecamatan_subdistrict";"name";"nomor_komoditas";"x2020";"x2021";"x2022";"x2023"
"Doreng";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Doreng";"tomat_tomato_kw_qui";"7";"-";"-";"-";"-"
"Doreng";"bawang_putih_garlic_kw_qui";"8";"4";"-";"-";"-"
"Hewokloang";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Hewokloang";"cabai_besar_chili_big_chili_kw_qui";"2";"-";NA;NA;NA
"Hewokloang";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"-";"-";"0"
"Hewokloang";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"-";"24";"-";"3"
"Hewokloang";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Hewokloang";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Hewokloang";"tomat_tomato_kw_qui";"7";"-";"-";"-";"2"
"Hewokloang";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Kangae";"bawang_merah_shallots_kw_qui";"1";"-";"14";"-";"4"
"Kangae";"cabai_besar_chili_big_chili_kw_qui";"2";"160";NA;NA;NA
"Kangae";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"10";"13";"-"
"Kangae";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"-";"-";"20";"10"
"Kangae";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Kangae";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Kangae";"tomat_tomato_kw_qui";"7";"108";"150";"167";"26"
"Kangae";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Kewapante";"bawang_merah_shallots_kw_qui";"1";"1";"-";"-";"1"
"Kewapante";"cabai_besar_chili_big_chili_kw_qui";"2";"110";NA;NA;NA
"Kewapante";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"9";"0";"-"
"Kewapante";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"-";"3";"12";"5"
"Kewapante";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Kewapante";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Kewapante";"tomat_tomato_kw_qui";"7";"35";"25";"35";"4"
"Kewapante";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Koting";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Koting";"cabai_besar_chili_big_chili_kw_qui";"2";"258";NA;NA;NA
"Koting";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"-";"7";"4"
"Koting";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"64";"467";"8";"5"
"Koting";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Koting";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Koting";"tomat_tomato_kw_qui";"7";"90";"41";"3";"1"
"Koting";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Lela";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Lela";"cabai_besar_chili_big_chili_kw_qui";"2";"-";NA;NA;NA
"Lela";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"6";"2";"13"
"Lela";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"233";"141";"145";"67"
"Lela";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Lela";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Lela";"tomat_tomato_kw_qui";"7";"371";"563";"825";"410"
"Lela";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Magepanda";"bawang_merah_shallots_kw_qui";"1";"1.170";"11";"49";"300"
"Magepanda";"cabai_besar_chili_big_chili_kw_qui";"2";"113";NA;NA;NA
"Magepanda";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"-";"-";"-"
"Magepanda";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"389";"393";"18";"1"
"Magepanda";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Magepanda";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Magepanda";"tomat_tomato_kw_qui";"7";"74";"72";"2";"369"
"Magepanda";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Mapitara";"bawang_merah_shallots_kw_qui";"1";"-";"151";"-";"-"
"Mapitara";"cabai_besar_chili_big_chili_kw_qui";"2";"-";NA;NA;NA
"Mapitara";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"-";"-";"32"
"Mapitara";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"400";"1.179";"15";"-"
"Mapitara";"kentang_potato_kw_qui";"5";"-";"609";"650";"200"
"Mapitara";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Mapitara";"tomat_tomato_kw_qui";"7";"24";"182";"65";"44"
"Mapitara";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Mego";"bawang_merah_shallots_kw_qui";"1";"31";"-";"-";"-"
"Mego";"cabai_besar_chili_big_chili_kw_qui";"2";"517";NA;NA;NA
"Mego";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"28";"47";"8"
"Mego";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"545";"68";"61";"6"
"Mego";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Mego";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Mego";"tomat_tomato_kw_qui";"7";"348";"114";"141";"32"
"Mego";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Nelle";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Nelle";"cabai_besar_chili_big_chili_kw_qui";"2";"6";NA;NA;NA
"Nelle";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"17";"1";"0"
"Nelle";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"38";"25";"2";"1"
"Nelle";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Nelle";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Nelle";"tomat_tomato_kw_qui";"7";"24";"109";"77";"7"
"Nelle";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Nita";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Nita";"cabai_besar_chili_big_chili_kw_qui";"2";"705";NA;NA;NA
"Nita";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"167";"1.560";"932"
"Nita";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"884";"270";"1.250";"1.287"
"Nita";"kentang_potato_kw_qui";"5";"-";"-";"-";"100"
"Nita";"kubis_cabbage_kw_qui";"6";"7";"200";"-";"-"
"Nita";"tomat_tomato_kw_qui";"7";"4.310";"4.330";"7.200";"6.797"
"Nita";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Paga";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Paga";"cabai_besar_chili_big_chili_kw_qui";"2";"100";NA;NA;NA
"Paga";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"246";"430";"626"
"Paga";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"992";"385";"516";"519"
"Paga";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Paga";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Paga";"tomat_tomato_kw_qui";"7";"921";"700";"231";"670"
"Paga";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Palue";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Palue";"cabai_besar_chili_big_chili_kw_qui";"2";"-";NA;NA;NA
"Palue";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"-";"5";"-"
"Palue";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"-";"2";"3";"2"
"Palue";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Palue";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Palue";"tomat_tomato_kw_qui";"7";"-";"-";"-";"1"
"Palue";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Sikka";"bawang_merah_shallots_kw_qui";"1";"2.112";"378";"805";"490"
"Sikka";"cabai_besar_chili_big_chili_kw_qui";"2";"3.113";NA;NA;NA
"Sikka";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"528";"2.119";"1.741"
"Sikka";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"7.418";"3.140";"2.408";"2.129"
"Sikka";"kentang_potato_kw_qui";"5";"-";"609";"650";"312"
"Sikka";"kubis_cabbage_kw_qui";"6";"405";"249";"9";"28"
"Sikka";"tomat_tomato_kw_qui";"7";"8.657";"6.510";"9.312";"9.015"
"Sikka";"bawang_putih_garlic_kw_qui";"8";"4";"-";"-";"-"
"Talibura";"bawang_merah_shallots_kw_qui";"1";"50";"6";"2";"12"
"Talibura";"cabai_besar_chili_big_chili_kw_qui";"2";"170";NA;NA;NA
"Talibura";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"-";"-";"-"
"Talibura";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"-";"25";"51";"56"
"Talibura";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Talibura";"kubis_cabbage_kw_qui";"6";"375";"4";"1";"-"
"Talibura";"tomat_tomato_kw_qui";"7";"380";"12";"18";"24"
"Talibura";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Tana Wawo";"bawang_merah_shallots_kw_qui";"1";"497";"23";"24";"23"
"Tana Wawo";"cabai_besar_chili_big_chili_kw_qui";"2";"735";NA;NA;NA
"Tana Wawo";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"9";"5";"-"
"Tana Wawo";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"3.300";"92";"104";"40"
"Tana Wawo";"kentang_potato_kw_qui";"5";"-";"-";"-";"12"
"Tana Wawo";"kubis_cabbage_kw_qui";"6";"-";"40";"-";"-"
"Tana Wawo";"tomat_tomato_kw_qui";"7";"231";"22";"2";"1"
"Tana Wawo";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Waiblama";"bawang_merah_shallots_kw_qui";"1";"-";"-";"-";"-"
"Waiblama";"cabai_besar_chili_big_chili_kw_qui";"2";"-";NA;NA;NA
"Waiblama";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"3";"-";"-"
"Waiblama";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"15";"2";"-";"-"
"Waiblama";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Waiblama";"kubis_cabbage_kw_qui";"6";"-";"-";"-";"-"
"Waiblama";"tomat_tomato_kw_qui";"7";"-";"1";"145";"-"
"Waiblama";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
"Waigete";"bawang_merah_shallots_kw_qui";"1";"128";"33";"9";"7"
"Waigete";"cabai_besar_chili_big_chili_kw_qui";"2";"-";NA;NA;NA
"Waigete";"cabai_keriting_chili_curly_chili_kw_qui";"3";NA;"8";"14";"11"
"Waigete";"cabai_rawit_chili_cayenne_pepper_kw_qui";"4";"45";"49";"119";"22"
"Waigete";"kentang_potato_kw_qui";"5";"-";"-";"-";"-"
"Waigete";"kubis_cabbage_kw_qui";"6";"23";"5";"8";"28"
"Waigete";"tomat_tomato_kw_qui";"7";"364";"98";"49";"6"
"Waigete";"bawang_putih_garlic_kw_qui";"8";"-";"-";"-";"-"
