kecamatan_subdistrict,komoditas,y2020,y2021,y2022,y2023,name,no_komoditas,tabel
Nita,kencur_east_indian_galangal_kg_kg,5.767,9.850,12.000,7.400,kencur_east,3,tbl_5.4
Nita,kunyit_turmeric_kg_kg,23.625,46.300,162.000,73.910,kunyit_turmeric,4,tbl_5.4
Magepanda,jahe_ginger_kg_kg,2.722,4.072,5.861,725,jahe_ginger,1,tbl_5.4
Magepanda,laos_lengkuas_galanga_kg_kg,900,1.105,1.125,680,laos_lengkuas,2,tbl_5.4
Magepanda,kencur_east_indian_galangal_kg_kg,700,2.600,885,940,kencur_east,3,tbl_5.4
Magepanda,kunyit_turmeric_kg_kg,1.802,1.265,496,1.216,kunyit_turmeric,4,tbl_5.4
Alok,jahe_ginger_kg_kg,1.360,300,500,-,jahe_ginger,1,tbl_5.4
Alok,laos_lengkuas_galanga_kg_kg,5.124,3.300,-,2.232,laos_lengkuas,2,tbl_5.4
Alok,kencur_east_indian_galangal_kg_kg,225,-,-,-,kencur_east,3,tbl_5.4
Alok,kunyit_turmeric_kg_kg,3.400,3.500,1.675,4.184,kunyit_turmeric,4,tbl_5.4
Alok Barat,jahe_ginger_kg_kg,18,-,-,-,jahe_ginger,1,tbl_5.4
Alok Barat,laos_lengkuas_galanga_kg_kg,20,-,-,-,laos_lengkuas,2,tbl_5.4
Alok Barat,kencur_east_indian_galangal_kg_kg,-,-,-,-,kencur_east,3,tbl_5.4
Alok Barat,kunyit_turmeric_kg_kg,10,-,-,-,kunyit_turmeric,4,tbl_5.4
Alok Timur,jahe_ginger_kg_kg,-,-,-,17,jahe_ginger,1,tbl_5.4
Alok Timur,laos_lengkuas_galanga_kg_kg,-,-,-,17,laos_lengkuas,2,tbl_5.4
Alok Timur,kencur_east_indian_galangal_kg_kg,-,-,-,14,kencur_east,3,tbl_5.4
Alok Timur,kunyit_turmeric_kg_kg,-,-,-,24,kunyit_turmeric,4,tbl_5.4
Sikka,jahe_ginger_kg_kg,145.630,152.591,296.528,171.025,jahe_ginger,1,tbl_5.4
Sikka,laos_lengkuas_galanga_kg_kg,63.454,130.879,233.469,102.245,laos_lengkuas,2,tbl_5.4
Sikka,kencur_east_indian_galangal_kg_kg,28.914,70.002,46.915,29.478,kencur_east,3,tbl_5.4
Sikka,kunyit_turmeric_kg_kg,105.246,150.983,227.293,122.616,kunyit_turmeric,4,tbl_5.4
Paga,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Paga,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Paga,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Paga,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Paga,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Paga,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Paga,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Paga,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Paga,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Mego,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Mego,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Mego,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Mego,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Mego,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Mego,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Mego,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Mego,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Mego,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Tana Wawo,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Tana Wawo,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Tana Wawo,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Tana Wawo,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Tana Wawo,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Tana Wawo,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Tana Wawo,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Tana Wawo,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Tana Wawo,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Lela,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Lela,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Lela,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Lela,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Lela,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Lela,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Lela,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Lela,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Lela,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Bola,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Bola,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Bola,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Bola,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Bola,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Bola,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Bola,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Bola,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Bola,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Doreng,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Doreng,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Doreng,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Doreng,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Doreng,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Doreng,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Doreng,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Doreng,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Doreng,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Mapitara,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Mapitara,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Mapitara,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Mapitara,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Mapitara,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Mapitara,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Mapitara,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Mapitara,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Mapitara,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Talibura,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Talibura,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Talibura,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Talibura,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Talibura,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Talibura,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Talibura,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Talibura,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Talibura,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Waigete,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Waigete,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Waigete,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Waigete,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Waigete,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Waigete,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Waigete,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Waigete,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Waigete,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Waiblama,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Waiblama,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Waiblama,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Waiblama,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Waiblama,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Waiblama,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Waiblama,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Waiblama,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Waiblama,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Kewapante,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Kewapante,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Kewapante,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Kewapante,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Kewapante,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Kewapante,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Kewapante,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Kewapante,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Kewapante,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Hewokloang,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Hewokloang,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Hewokloang,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Hewokloang,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Hewokloang,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Hewokloang,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Hewokloang,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Hewokloang,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Hewokloang,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Kangae,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Kangae,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Kangae,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Kangae,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Kangae,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Kangae,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Kangae,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Kangae,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Kangae,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Palue,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Palue,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Palue,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Palue,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Palue,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Palue,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Palue,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Palue,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Palue,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Koting,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Koting,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Koting,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Koting,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Koting,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Koting,pedang_pedangan_sanseviera_m2_m2,-,-,-,5,pedang_pedangan,9,tbl_5.5
Koting,pisang_pisangan_heliconia_m2_m2,-,-,-,3,pisang_pisangan,10,tbl_5.5
Koting,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Koting,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Nelle,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Nelle,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Nelle,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Nelle,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Nelle,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Nelle,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Nelle,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Nelle,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Nelle,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Nita,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Nita,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Nita,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Nita,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Nita,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Nita,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Nita,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Nita,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Nita,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Magepanda,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Magepanda,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Magepanda,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Magepanda,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Magepanda,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Magepanda,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Magepanda,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Magepanda,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Magepanda,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Alok,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Alok,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Alok,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Alok,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Alok,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Alok,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Alok,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Alok,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Alok,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Alok Barat,krisan_chrysantemum_m2_m2,-,-,-,-,krisan_chrysantemum,3,tbl_5.5
Alok Barat,mawar_rose_m2_m2,-,-,-,-,mawar_rose,4,tbl_5.5
Alok Barat,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Alok Barat,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,-,-,anthurium_bunga,6,tbl_5.5
Alok Barat,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.5
Alok Barat,pedang_pedangan_sanseviera_m2_m2,-,-,-,-,pedang_pedangan,9,tbl_5.5
Alok Barat,pisang_pisangan_heliconia_m2_m2,-,-,-,-,pisang_pisangan,10,tbl_5.5
Alok Barat,soka_ixora_m2_m2,-,-,-,-,soka_ixora,12,tbl_5.5
Alok Barat,sri_rejeki_aglaonema_m2_m2,-,-,-,-,sri_rejeki,13,tbl_5.5
Alok Timur,krisan_chrysantemum_m2_m2,-,-,140,8,krisan_chrysantemum,3,tbl_5.5
Alok Timur,mawar_rose_m2_m2,-,-,90,10,mawar_rose,4,tbl_5.5
Alok Timur,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Alok Timur,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,90,10,anthurium_bunga,6,tbl_5.5
Alok Timur,palem_palm_pohon_tree,-,-,370,28,palem_palm,8,tbl_5.5
Alok Timur,pedang_pedangan_sanseviera_m2_m2,-,-,195,14,pedang_pedangan,9,tbl_5.5
Alok Timur,pisang_pisangan_heliconia_m2_m2,-,-,132,23,pisang_pisangan,10,tbl_5.5
Alok Timur,soka_ixora_m2_m2,-,-,118,13,soka_ixora,12,tbl_5.5
Alok Timur,sri_rejeki_aglaonema_m2_m2,-,-,90,9,sri_rejeki,13,tbl_5.5
Sikka,krisan_chrysantemum_m2_m2,-,-,140,8,krisan_chrysantemum,3,tbl_5.5
Sikka,mawar_rose_m2_m2,-,-,90,10,mawar_rose,4,tbl_5.5
Sikka,sedap_malam_tuberose_m2_m2,-,-,-,-,sedap_malam,5,tbl_5.5
Sikka,anthurium_bunga_flamingo_lily_flower_m2_m2,-,-,90,10,anthurium_bunga,6,tbl_5.5
Sikka,palem_palm_pohon_tree,-,-,370,28,palem_palm,8,tbl_5.5
Sikka,pedang_pedangan_sanseviera_m2_m2,-,-,195,19,pedang_pedangan,9,tbl_5.5
Sikka,pisang_pisangan_heliconia_m2_m2,-,-,132,26,pisang_pisangan,10,tbl_5.5
Sikka,soka_ixora_m2_m2,-,-,118,13,soka_ixora,12,tbl_5.5
Sikka,sri_rejeki_aglaonema_m2_m2,-,-,90,9,sri_rejeki,13,tbl_5.5
Paga,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Paga,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Paga,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Paga,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Mego,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Mego,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Mego,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Mego,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Tana Wawo,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Tana Wawo,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Tana Wawo,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Tana Wawo,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Lela,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Lela,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Lela,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Lela,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Bola,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Bola,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Bola,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Bola,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Doreng,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Doreng,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Doreng,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Doreng,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Mapitara,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Mapitara,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Mapitara,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Mapitara,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Talibura,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Talibura,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Talibura,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Talibura,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Waigete,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Waigete,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Waigete,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Waigete,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Waiblama,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Waiblama,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Waiblama,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Waiblama,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Kewapante,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Kewapante,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Kewapante,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Kewapante,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Hewokloang,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Hewokloang,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Hewokloang,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Hewokloang,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Kangae,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Kangae,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Kangae,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Kangae,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Palue,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Palue,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Palue,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Palue,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Koting,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Koting,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Koting,bugenvil_m2_m2,...,-,-,1,bugenvil_m2,7,tbl_5.5
Koting,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Nelle,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Nelle,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
